unit_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,exposure,visit,conversion
899499,22.619237,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
30210,12.616365,10.059654,9.048018,4.679882,11.029584,4.115453,0.294443,4.833815,3.895862,13.190056,6.468424,-0.168679,1,0,0,0
1988077,24.313285,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3715200,23.455063,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13583569,14.095641,11.119309,9.038444,2.93478,10.280525,2.230907,-5.576414,5.583569,3.920995,13.190056,5.300375,-0.168679,1,0,0,0
10532196,25.787904,10.059654,8.969145,4.679882,10.280525,4.115453,-12.915828,4.833815,3.943716,13.190056,5.300375,-0.168679,1,0,0,0
1686208,14.48044,10.059654,8.344578,2.587543,10.280525,4.115453,-3.993764,4.833815,3.934656,20.050937,5.300375,-0.168679,1,0,0,0
4514536,23.766548,10.059654,8.214383,4.679882,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
7281664,23.016883,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
9987248,22.599688,10.059654,8.214383,4.679882,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4706441,23.437361,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
9533665,23.355841,10.059654,8.214383,4.679882,10.280525,4.115453,-15.814977,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13919478,12.616365,10.059654,8.864748,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,13.190056,5.300375,-0.168679,1,0,0,0
13067492,12.616365,10.059654,8.956791,4.679882,10.280525,4.115453,0.294443,4.833815,3.832437,13.190056,5.300375,-0.168679,0,0,0,0
8421023,17.116844,10.059654,8.681179,2.039645,10.280525,4.115453,-5.116672,4.833815,3.934656,13.190056,5.300375,-0.168679,0,0,0,0
10117204,12.616365,10.059654,8.623499,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,16.226044,5.300375,-0.168679,1,0,0,0
11123331,24.648784,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
300927,22.951892,10.059654,9.019694,4.679882,12.31011,4.115453,-5.116672,4.833815,3.847294,13.190056,6.428708,-0.168679,1,0,0,0
3118033,22.387271,10.059654,8.214383,4.679882,10.280525,4.115453,-13.852426,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
343519,22.331477,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
7554370,12.616365,10.059654,8.708869,4.679882,10.280525,4.115453,0.294443,4.833815,3.906514,13.190056,5.300375,-0.168679,1,0,0,0
11046901,23.213765,10.059654,8.214383,4.679882,10.280525,4.115453,-7.570316,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3193749,19.35447,10.059654,8.214383,1.815324,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10215611,12.616365,10.059654,8.583837,4.679882,10.280525,4.115453,0.294443,4.833815,3.899112,26.606156,5.300375,-0.168679,1,0,0,0
9083427,20.766033,10.059654,8.869728,4.679882,10.280525,4.115453,-10.877569,4.833815,3.902645,13.190056,5.300375,-0.168679,1,0,0,0
9986686,12.616365,10.059654,8.908791,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,13.190056,5.300375,-0.168679,1,0,0,0
6991503,12.616365,10.059654,8.629572,4.679882,10.280525,4.115453,0.294443,4.833815,3.860579,21.4161,5.300375,-0.168679,1,0,0,0
4524960,25.247457,10.059654,8.214383,4.679882,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5942388,22.385971,10.059654,8.214383,4.679882,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
6637589,12.616365,10.059654,8.818785,4.679882,10.280525,4.115453,0.294443,4.833815,3.920995,13.190056,5.300375,-0.168679,0,0,0,0
11932854,25.60678,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
12304698,22.794145,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10784608,15.004758,10.059654,8.973906,3.907662,11.029584,4.115453,-12.781218,4.833815,3.892853,13.190056,6.364554,-0.168679,1,0,0,0
9299842,19.527387,10.679513,8.648455,2.93478,10.280525,2.230907,-7.301017,8.33888,3.80145,18.380112,5.300375,-0.168679,1,0,0,0
7382774,26.605872,10.059654,8.214383,4.679882,10.280525,4.115453,-5.987667,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3429992,19.406206,10.059654,8.547226,3.907662,10.280525,4.115453,-7.822229,4.833815,3.793192,36.503025,5.300375,-0.168679,1,1,1,0
2660770,24.75362,10.059654,8.214383,4.679882,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
6576712,12.616365,10.059654,8.964219,4.679882,10.280525,4.115453,0.294443,4.833815,3.866188,13.190056,5.300375,-0.168679,0,0,0,0
11392086,12.616365,10.059654,8.557276,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,16.226044,5.300375,-0.168679,1,0,0,0
7932181,12.616365,10.059654,8.920408,4.679882,10.280525,4.115453,0.294443,4.833815,3.943716,13.190056,5.300375,-0.168679,1,0,0,0
13410098,12.616365,10.059654,8.487635,4.679882,10.280525,4.115453,0.294443,4.833815,3.927254,21.4161,5.300375,-0.168679,1,0,0,0
5972183,24.516094,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
683224,24.273348,10.059654,8.214383,4.679882,10.280525,4.115453,-8.493011,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
9251646,12.616365,10.059654,8.699486,4.679882,10.280525,4.115453,0.294443,4.833815,3.869313,13.190056,5.300375,-0.168679,1,0,0,0
1254896,24.302517,10.059654,8.214383,4.679882,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13407910,12.616365,10.059654,9.038807,4.679882,10.280525,4.115453,0.294443,4.833815,3.86772,13.190056,5.300375,-0.168679,1,0,0,0
12639226,19.04504,10.059654,8.595622,1.114982,10.280525,4.115453,-7.011752,4.833815,3.910792,24.452088,5.300375,-0.168679,1,0,0,0
3667281,17.192737,10.059654,8.214383,2.039645,10.280525,4.115453,-5.116672,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1163861,16.921441,10.059654,8.214383,3.907662,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13765955,17.733515,10.059654,8.214383,3.907662,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
2974037,12.616365,10.059654,8.624568,4.679882,10.280525,4.115453,0.294443,4.833815,3.876391,20.050937,5.300375,-0.168679,1,0,0,0
6000327,24.62742,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
5096130,12.616365,10.059654,8.291767,4.679882,10.280525,4.115453,0.294443,4.833815,3.927254,21.4161,5.300375,-0.168679,1,0,0,0
11951289,22.773375,10.059654,8.894868,4.679882,10.280525,4.115453,-3.993764,4.833815,3.906514,13.190056,5.300375,-0.168679,1,0,0,0
12014145,12.616365,10.059654,8.25678,4.679882,10.280525,4.115453,0.294443,4.833815,3.810663,40.904176,5.300375,-0.168679,1,0,0,0
12466604,13.047284,10.059654,8.972335,3.907662,10.280525,4.115453,-1.288207,4.833815,3.934656,13.190056,5.300375,-0.168679,1,0,0,0
13202745,12.616365,10.059654,8.389908,4.679882,10.280525,4.115453,0.294443,4.833815,3.920995,22.570329,5.300375,-0.168679,1,0,0,0
12161220,20.734762,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1631028,18.051287,10.059654,8.834428,0.294543,10.280525,1.128518,-15.686988,10.137641,3.906514,13.190056,5.300375,-0.168679,1,0,0,0
2566725,21.96875,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
11345881,23.682732,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13335060,14.000943,10.059654,8.297026,0.604065,10.280525,4.115453,-10.403862,4.833815,3.869313,29.642144,5.300375,-0.168679,1,0,1,0
3769556,24.757914,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1036671,25.727312,10.059654,8.992,4.679882,10.280525,4.115453,-5.987667,4.833815,3.910792,13.190056,5.300375,-0.168679,1,0,0,0
3046152,24.353239,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13331024,15.567879,10.059654,8.273298,0.113022,10.280525,4.115453,-10.647897,4.833815,3.915574,23.570168,5.300375,-0.168679,1,0,0,0
12611022,25.775539,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
1402009,22.426158,10.059654,8.214383,4.679882,10.280525,3.013064,-11.495164,11.826811,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4040010,24.105003,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13295145,26.652909,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
369351,26.180245,10.059654,8.214383,4.679882,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13194007,12.616365,10.059654,8.620337,4.679882,10.280525,4.115453,0.294443,4.833815,3.899112,18.380112,5.300375,-0.168679,1,0,0,0
990911,26.575607,10.059654,8.214383,4.679882,10.280525,4.115453,-6.35969,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1058400,23.646676,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
7848231,23.81039,10.059654,8.415169,4.679882,10.280525,4.115453,-3.282109,4.833815,3.85929,29.642144,5.300375,-0.168679,1,0,0,0
2000119,22.237501,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
12448236,14.684922,10.059654,8.214383,3.359763,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3384467,26.221122,10.059654,8.214383,4.679882,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3264357,12.616365,10.059654,9.024648,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,13.190056,5.300375,-0.168679,1,0,0,0
3228484,26.417034,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5092739,23.464573,10.059654,8.858794,4.679882,10.280525,4.115453,-13.233344,4.833815,3.934656,13.190056,5.300375,-0.168679,1,0,0,0
4220487,24.034342,10.059654,9.039682,4.679882,10.280525,4.115453,-5.116672,4.833815,3.934656,13.190056,5.300375,-0.168679,1,0,0,0
8103565,14.94549,10.059654,8.214383,3.359763,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
971409,26.379317,10.059654,8.214383,4.679882,10.280525,4.115453,-5.116672,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4018502,26.295614,10.059654,8.214383,4.679882,10.280525,3.013064,-5.116672,11.771678,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
6929815,12.616365,10.059654,8.926982,4.679882,10.280525,4.115453,0.294443,4.833815,3.906514,13.190056,5.300375,-0.168679,1,0,0,0
7250100,12.616365,10.059654,8.921076,4.679882,10.280525,4.115453,0.294443,4.833815,3.943716,13.190056,5.300375,-0.168679,1,0,0,0
12542734,12.616365,10.679513,8.214383,4.679882,10.280525,3.013064,0.294443,6.346677,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3302809,26.726437,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
2575115,21.960478,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3240549,13.069836,10.059654,8.214383,1.114982,10.280525,4.115453,-7.011752,4.833815,3.971858,13.190056,5.300375,-0.168679,1,1,0,0
4234348,23.056126,10.059654,8.214383,4.679882,10.280525,4.115453,-8.493011,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
6440006,24.407811,10.059654,8.214383,4.679882,10.280525,4.115453,-11.198569,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
4236434,24.050949,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
2779539,26.39571,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4976368,21.448389,10.059654,8.221564,4.679882,13.590635,4.115453,-17.480678,4.833815,3.801757,36.162618,5.310436,-0.391661,1,1,1,1
13097035,12.616365,10.059654,9.015592,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,13.190056,5.300375,-0.168679,0,0,0,0
13934291,16.909772,10.059654,8.214383,2.587543,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
8726102,20.767761,10.059654,8.433249,4.679882,10.280525,4.115453,-1.288207,4.833815,3.872698,29.214161,5.300375,-0.168679,1,0,0,0
9029291,22.9936,10.059654,8.490399,4.679882,10.280525,4.115453,-6.35969,4.833815,3.869313,27.205489,5.300375,-0.168679,1,0,0,0
12387939,25.317527,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13306427,14.476489,10.059654,8.214383,-1.92071,10.280525,4.115453,-13.233344,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5252345,21.931267,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
8398608,15.42757,10.679513,8.805218,2.039645,10.280525,1.624218,-14.340974,6.278886,3.807003,13.190056,5.300375,-0.168679,0,0,0,0
3468573,14.634471,10.059654,8.214383,2.93478,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13046771,12.616365,10.059654,9.016599,4.679882,10.280525,4.115453,0.294443,4.833815,3.943716,13.190056,5.300375,-0.168679,0,0,0,0
547436,13.950802,10.059654,8.214383,1.614662,10.280525,4.115453,-5.987667,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
973094,24.251426,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10013439,14.907775,10.059654,8.544652,1.267425,10.280525,4.115453,-13.412152,4.833815,3.842828,33.213193,5.300375,-0.168679,1,0,0,0
11160891,12.616365,10.059654,8.670206,4.679882,10.280525,4.115453,0.294443,4.833815,3.906514,23.570168,5.300375,-0.168679,1,0,0,0
5195657,24.054527,10.059654,8.214383,4.679882,10.280525,4.115453,-9.404879,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5605869,26.367286,10.059654,8.214383,4.679882,10.280525,4.115453,-5.116672,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
11904076,12.616365,10.059654,8.543159,4.679882,10.280525,4.115453,0.294443,4.833815,3.802376,39.256426,5.300375,-0.168679,1,0,0,0
9594701,12.616365,10.059654,8.239237,4.679882,10.280525,4.115453,0.294443,4.833815,3.845448,36.503025,5.300375,-0.168679,1,0,1,0
482807,24.123308,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5752528,24.052531,10.059654,8.214383,4.679882,10.280525,4.115453,-3.282109,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
8363433,12.616365,10.059654,8.577993,4.679882,10.280525,4.115453,0.294443,4.833815,3.934656,20.050937,5.300375,-0.168679,0,0,0,0
12072286,15.206047,10.679513,8.514827,1.433141,10.280525,0.709409,-11.495164,7.407005,3.802376,30.046981,5.300375,-0.168679,1,1,0,0
5991180,12.616365,10.059654,8.834929,4.679882,11.029584,4.115453,0.294443,4.833815,3.849228,13.190056,6.17033,-0.168679,0,0,0,0
12796452,26.51704,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
7543006,25.546621,10.059654,8.350131,4.679882,10.280525,4.115453,-1.288207,4.833815,3.88265,29.642144,5.300375,-0.168679,1,0,0,0
4008978,22.138292,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1701548,26.566286,10.059654,8.214383,4.679882,10.280525,4.115453,-4.59546,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10095936,13.867162,10.059654,8.428482,0.113022,10.280525,4.115453,-9.065248,4.833815,3.874503,31.1447,5.300375,-0.168679,1,0,0,0
6159598,12.616365,10.059654,8.806847,4.679882,11.973287,4.115453,0.294443,4.833815,3.830518,13.190056,6.13206,-0.168679,0,0,0,0
2968621,22.792788,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
1454077,22.381667,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13253236,24.261538,10.059654,8.214383,4.679882,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3570917,14.578285,10.059654,8.214383,1.815324,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4635334,24.550919,10.059654,8.214383,4.679882,10.280525,3.013064,-3.282109,10.88568,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5548656,22.639099,10.059654,8.214383,4.679882,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
8412232,26.488454,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
1432178,21.241733,10.059654,8.214383,4.679882,10.280525,4.115453,-9.717309,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
8757228,13.921449,10.059654,8.214383,3.359763,10.280525,4.115453,-8.693224,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
11898813,12.616365,10.059654,8.970086,4.679882,10.280525,4.115453,0.294443,4.833815,3.895862,13.190056,5.300375,-0.168679,1,0,0,0
6810915,14.021926,10.059654,8.771276,-1.072603,10.280525,4.115453,-11.495164,4.833815,3.876391,13.190056,5.300375,-0.168679,1,0,0,0
13496835,23.302589,10.059654,9.013051,4.679882,10.280525,4.115453,-2.411115,4.833815,3.927254,13.190056,5.300375,-0.168679,1,0,0,0
13271593,16.008047,10.059654,8.977165,3.359763,10.280525,4.115453,-3.993764,4.833815,3.955396,13.190056,5.300375,-0.168679,1,0,0,0
12582328,25.688646,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
2939621,24.589792,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
13897981,12.616365,10.059654,8.807555,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,13.190056,5.300375,-0.168679,1,0,0,0
1907157,22.401137,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3618690,23.624176,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
5192120,24.505351,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
12456252,23.916931,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10270243,22.827259,10.059654,8.214383,4.679882,10.280525,4.115453,-11.495164,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
12603791,23.782094,10.059654,8.214383,4.679882,10.280525,4.115453,-2.411115,4.833815,3.971858,13.190056,5.300375,-0.168679,0,0,0,0
8846789,14.301106,10.059654,8.840413,3.907662,10.280525,4.115453,-1.288207,4.833815,3.906514,13.190056,5.300375,-0.168679,1,0,0,0
11070246,12.616365,10.059654,8.503174,4.679882,10.280525,4.115453,0.294443,4.833815,3.828094,23.570168,5.300375,-0.168679,1,0,0,0
37674,24.087656,10.059654,8.926111,4.679882,13.429889,4.115453,-9.238756,4.833815,3.774864,13.190056,6.318693,-0.168679,1,0,0,0
10719372,22.194394,10.059654,8.98655,4.679882,10.280525,4.115453,-16.316465,4.833815,3.902645,13.190056,5.300375,-0.168679,1,0,0,0
10982006,24.612058,10.059654,8.214383,4.679882,10.280525,4.115453,-1.288207,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
10262322,12.616365,10.059654,8.433654,4.679882,10.280525,4.115453,0.294443,4.833815,3.805626,43.463081,5.300375,-0.168679,0,0,0,0
3521534,12.616365,10.059654,8.310211,4.679882,10.280525,4.115453,0.294443,4.833815,3.890052,27.205489,5.300375,-0.168679,1,0,0,0
3372724,22.868456,10.059654,8.214383,4.679882,10.280525,3.013064,-9.238756,11.305132,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
3154674,24.601738,10.059654,8.758388,4.679882,10.280525,3.013064,-12.915828,11.880086,3.835851,13.190056,5.300375,-0.168679,1,0,0,0
416565,12.616365,10.059654,9.027042,4.679882,10.280525,4.115453,0.294443,4.833815,3.934656,13.190056,5.300375,-0.168679,1,0,0,0
13685277,15.827228,10.059654,8.66636,1.614662,10.280525,4.115453,-5.987667,4.833815,3.927254,21.4161,5.300375,-0.168679,1,0,0,0
8282302,12.616365,10.059654,8.664252,4.679882,10.280525,4.115453,0.294443,4.833815,3.955396,16.226044,5.300375,-0.168679,0,0,0,0
1319555,22.613686,10.059654,8.214383,4.679882,10.280525,4.115453,-5.576414,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
4563404,24.528516,10.059654,8.214383,4.679882,10.280525,4.115453,-3.993764,4.833815,3.971858,13.190056,5.300375,-0.168679,1,0,0,0
